source_doi,total_citations,policy_document_id,source_title,document_title,published_on,document_url,type,subtype,country,topics,classifications
https://dx.doi.org/10.1177/0962280219856380,1.0,efsaeu-8af881e93b169aa55620dbffc954fd6b,EFSA,"Active wild bird surveillance of avian influenza viruses, a report",2022-12-22,https://www.efsa.europa.eu/en/supporting/pub/en-7791,government,agency,EU,Avian influenza; Bird migration; Flyway,science and technology>natural science>biology; health>diseases and conditions; health>diseases and conditions>communicable disease>virus disease
https://dx.doi.org/10.1371/journal.pone.0244920,2.0,instituteofdevelopmentstudies-e350150592ea6a7554a11faedea74576,Institute of Development Studies,A Gender Approach to Monetary and Financial Policies in the Covid-19 Recovery,2021-11-01,https://opendocs.ids.ac.uk/opendocs/handle/20.500.12413/17264,think tank,,UK,Economics; Inflation; Taylor rule,"economy, business and finance>economy; economy, business and finance>economy>macro economics>inflation; economy, business and finance>economic sector>financial and business service>banking"
https://dx.doi.org/10.1371/journal.pone.0244920,2.0,odi-feacd0a3b1aea63193fbcf56a02c5568,Overseas Development Institute (ODI),A gender approach to monetary and financial policies in the COVID-19 recovery,2021-11-30,https://odi.org/en/publications/a-gender-approach-to-monetary-and-financial-policies-in-the-covid-19-recovery/,think tank,,UK,Monetary policy; Inflation; Taylor rule,"economy, business and finance>economy; economy, business and finance>economy>macro economics>inflation; economy, business and finance>economic sector>financial and business service>banking"
https://dx.doi.org/10.1002/ijc.25585,1.0,cdc-08824a237139ff4290bfd6b3fb83131d,Centers for Disease Control and Prevention (CDC),Recommendations for the identification of chronic hepatitis C virus infection among persons born during 1945-1965,2012-08-09,https://stacks.cdc.gov/view/cdc/24427,government,healthcare agency,USA,Hepatitis C; Hepatitis; Alcoholism,health; health>diseases and conditions>communicable disease>virus disease; health>diseases and conditions>communicable disease
https://dx.doi.org/10.1098/rsif.2006.0167,1.0,govdeptsjapan-0a61022c8b6c5f5c148cd3334f6521e8,Government of Japan,実効 再生産の推定 (2022 年 10 月 4 日版 り更新),2022-10-11,https://www.mhlw.go.jp/content/10900000/001000574.pdf,government,,Japan,Intensive care unit; Extracorporeal membrane oxygenation; Hospital bed,health; health>diseases and conditions; health>health treatment>medicine
https://dx.doi.org/10.1016/j.clinthera.2020.08.013,2.0,has-48d600473671706801178a0d9724e4d1,Haute Autorité de Santé,Recommandation vaccinale contre les infections à rotavirus - Révision de la stratégie vaccinale et détermination de la place des vaccins Rotarix et RotaTeq,2022-07-11,https://www.has-sante.fr/jcms/p_3321070/fr/recommandation-vaccinale-contre-les-infections-a-rotavirus-revision-de-la-strategie-vaccinale-et-determination-de-la-place-des-vaccins-rotarix-et-rotateq,government,healthcare agency,France,Clinical medicine; Vaccination; Gastroenteritis,health>diseases and conditions; health; science and technology>natural science>biology
https://dx.doi.org/10.1016/j.clinthera.2020.08.013,2.0,nice-ed91da5f73ccad127988b8f60d9dfc79,NICE,Avalglucosidase alfa for treating Pompe disease,2022-08-24,https://www.nice.org.uk/guidance/ta821,government,healthcare agency,UK,Glycogen storage disease type II; National Institute for Health and Care Excellence; Caregiver,health>diseases and conditions; health; science and technology>natural science>biology
https://dx.doi.org/10.1046/j.1365-3016.1997.d01-5.x,1.0,nice-d65984d911ee18ca14dd091f808a8b2a,NICE,Specialist neonatal respiratory care for babies born preterm,2019-04-03,https://www.nice.org.uk/guidance/ng124,government,healthcare agency,UK,Preterm birth; Childbirth; Gestational age,health; health>diseases and conditions; science and technology
https://dx.doi.org/10.1001/archsurg.133.12.1347,1.0,nice-e5b026d481795747b6527edf83c957c1,NICE,"Sepsis: recognition, diagnosis and early management",2017-09-13,https://www.nice.org.uk/guidance/ng51,government,healthcare agency,UK,Quality-adjusted life year; Cost–utility analysis; Cost-effectiveness analysis,health; health>health treatment; science and technology>social sciences
https://dx.doi.org/10.1098/rspb.2003.2369,3.0,ipeabr-2b9918da5726bd3077d20f64b409da85,Instituto de Pesquisa Econômica Aplicada,Modeling complex systems for public policies,2015-01-01,https://www.ipea.gov.br/portal/publicacao-item?id=23ed14d0-b18b-426e-a1ce-4c10790c81fe,think tank,,Brazil,Complex system; System; Reaction–diffusion system,science and technology>mathematics; science and technology>natural science>physics; science and technology
https://dx.doi.org/10.1098/rspb.2003.2369,3.0,ipeabr-5469e7f7691f830b86c8d22f31d8f08a,Instituto de Pesquisa Econômica Aplicada,Modeling Complex Systems for Public Policies,2015-07-23,http://www.ipea.gov.br/portal/index.php?option=com_content&view=article&id=25858,think tank,,Brazil,Complex system; Scale invariance; System,"science and technology; economy, business and finance>economic sector>computing and information technology; education"
https://dx.doi.org/10.1098/rspb.2003.2369,3.0,ipeabr-ceed51158603a01d418a5c5d668fcb0f,Instituto de Pesquisa Econômica Aplicada,Modelagem de sistemas complexos para políticas públicas,2015-01-01,https://www.ipea.gov.br/portal/publicacao-item?id=e3e2e461-b772-4330-ab93-781f2433a9b6,think tank,,Brazil,Economics; Computer simulation; Science,"science and technology; education; economy, business and finance>economic sector>computing and information technology"
https://dx.doi.org/10.1099/jmm.0.000020,1.0,govuk-d2557d53739ff589f00f6d1180a93e74,The UK Government,Freedom of Information responses from the MHRA - week commencing 21 November 2022,2024-01-17,https://www.gov.uk/government/publications/freedom-of-information-responses-from-the-mhra-week-commencing-21-november-2022,government,,UK,Caspofungin; Pharmacovigilance; Diseases and disorders,health>diseases and conditions; science and technology>biomedical science>pharmacology; health>diseases and conditions>illness
https://dx.doi.org/10.1111/jvh.13742,1.0,who-8cb90b838754dbc14d7c37a1866e940e,World Health Organization,"Guidelines for the prevention, diagnosis, care and treatment for people with chronic hepatitis B infection",2024-01-01,https://apps.who.int/iris/handle/10665/376353,igo,healthcare agency,IGO,Hepatitis B; Hepatitis; Cirrhosis,health>diseases and conditions; health>diseases and conditions>communicable disease>virus disease; health>diseases and conditions>illness
https://dx.doi.org/10.1007/s00134-012-2747-1,5.0,govdeptsjapan-43fa8e78e08b0db7bec59c1f3b83e8ec,Government of Japan,成人の新型インフルエンザ治療ガイドライン,2014-05-30,https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/kenkou/kekkaku-kansenshou/infulenza/dl/guideline.pdf,government,,Japan,Influenza; Oseltamivir; Pneumonia,health; health>diseases and conditions; health>health treatment
https://dx.doi.org/10.1007/s00134-012-2747-1,5.0,govdeptsjapan-8913da69136a3b70c017950b5583400a,Government of Japan,成人の新型インフルエンザ 治療ガイドライン 第,2017-12-27,https://www.mhlw.go.jp/file/05-Shingikai-10601000-Daijinkanboukouseikagakuka-Kouseikagakuka/0000189936.pdf,government,,Japan,Respiratory failure; Neuraminidase inhibitor; Influenza,health>diseases and conditions; health; health>diseases and conditions>communicable disease>virus disease
https://dx.doi.org/10.1007/s00134-012-2747-1,5.0,pubmedcentral-323ed616ddfa1fe8145cc61ceeacb54f,Guidelines in PubMed Central,Severe influenza treatment guideline,2014-01-01,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3932389/pdf,other,aggregator,USA,Immunoglobulin therapy; Oseltamivir; Antiviral drug,health>diseases and conditions; health; health>diseases and conditions>communicable disease>virus disease
https://dx.doi.org/10.1007/s00134-012-2747-1,5.0,pubmedcentral-acd9bd19a3189b9813a8288f0a01d3e3,Guidelines in PubMed Central,Joint SCCM-ELSO Task Force Position Paper on the Role of the Intensivist in the Initiation and Management of Extracorporeal Membrane Oxygenation,2020-07-30,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7422732/pdf,other,aggregator,USA,Health care; Medicine; Medical specialties,health; health>health treatment>medical procedure/test
https://dx.doi.org/10.1007/s00134-012-2747-1,5.0,pubmedcentral-b06d80373d6913cb264508002ccbdd52,Guidelines in PubMed Central,Extracorporeal membrane oxygenation for critically ill adults,2015-01-22,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6353247/pdf,other,aggregator,USA,Health care; Health; Health sciences,health>diseases and conditions; health>diseases and conditions>illness; health
https://dx.doi.org/10.1371/journal.pone.0076044,1.0,governmentoftaiwan-c6c34268b07ec6c0f3c86a8c5f0f018b,Government of Taiwan,登革熱 的,2016-05-26,https://www.most.gov.tw/most/attachments/645d0f96-b8c9-4b3f-8bf0-38f1c26bcda9,government,,Taiwan,Dengue fever; Protein; RNA,science and technology>natural science>biology; health>diseases and conditions; science and technology
https://dx.doi.org/10.1371/journal.pone.0135092,7.0,gatestoneinstitute-4aea1a341a82aae8aebefc5ce5f8074b,Gatestone Institute,"Looking Ahead at Middle East ""Peace""",2015-08-17,https://www.gatestoneinstitute.org/6342/middle-east-peace,think tank,,USA,UNRWA; Hamas; Gaza Strip,"conflicts, war and peace; politics; politics>government"
https://dx.doi.org/10.1371/journal.pone.0135092,7.0,unitednations-18413e6cf93a502a2ddb43f7982a19b6,United Nations,Report to the Ad Hoc Liaison Committee : May 2017 / United Nations Special Coordinator for the Middle East Peace Process,2017-01-01,https://digitallibrary.un.org/record/4024653?ln=en,igo,,IGO,Gaza Strip; Israeli–Palestinian conflict; Palestinian territories,"conflicts, war and peace; politics>government; politics"
https://dx.doi.org/10.1371/journal.pone.0135092,7.0,who-026c49605ba5dbf7b7791061de6dfd76,World Health Organization,الأحوال الصحية في الأرض الفلسطينية المحتلة، بما فيها القدس الشرقية، وفي الجولان السوري المحتل,2017-05-08,https://apps.who.int/iris/handle/10665/255279,igo,healthcare agency,IGO,,
https://dx.doi.org/10.1371/journal.pone.0135092,7.0,who-20d2af732ef7f4dd50dea76842fed442,World Health Organization,"Health conditions in the occupied Palestinian territory, including east Jerusalem, and in the occupied Syrian Golan: report by the Secretariat",2017-01-03,https://apps.who.int/iris/handle/10665/252704,igo,healthcare agency,IGO,World Health Organization; Palestinian territories; West Bank,health>diseases and conditions; health; environment
https://dx.doi.org/10.1371/journal.pone.0135092,7.0,who-7d52096405dfa8f9c7e259dfb9f93bad,World Health Organization,Country cooperation strategy for WHO and the Occupied Palestinian Territory: 2017–2020,2018-01-17,https://apps.who.int/iris/handle/10665/259862,igo,healthcare agency,IGO,Primary health care; Development aid; Infant mortality,health>diseases and conditions; health; science and technology
https://dx.doi.org/10.1371/journal.pone.0135092,7.0,who-808d1ebaf119b3ed3ba552f5f2f95a21,World Health Organization,"Situation sanitaire dans le territoire palestinien occupé, y compris Jérusalem-Est, et dans le Golan syrien occupé : rapport du Secrétariat",2017-01-11,https://apps.who.int/iris/handle/10665/252902,igo,healthcare agency,IGO,Gaza Strip; Public health; Mental health,health; health>diseases and conditions; health>health treatment
https://dx.doi.org/10.1371/journal.pone.0135092,7.0,who-c7f3f827d59824b35873f1b0f7750345,World Health Organization,"Медико-санитарные условия проживания населения на оккупированной палестинской территории, включая Восточный Иерусалим, а также на оккупированных сирийских Голанских высотах Доклад Секретариата",2017-01-17,https://apps.who.int/iris/handle/10665/253309,igo,healthcare agency,IGO,Health sciences; Medicine; Jerusalem,health; health>diseases and conditions; science and technology
https://dx.doi.org/10.1590/s0102-311x1999000300003,1.0,california_state_agencies-1324d5fa60ee1a1f0a4ade89af49c9d5,State of California,"CA Science Framework, Chapter 8 - Curriculum Frameworks (CA Dept of Education)",2018-05-09,https://www.cde.ca.gov/ci/sc/cf/documents/scifwchapter8.pdf,government,,USA,Evolution; Genetics; Molecular Structure of Nucleic Acids: A Structure for Deoxyribose Nucleic Acid,science and technology>natural science>biology; science and technology>natural science>biology>genetics; science and technology>natural science>biology>physiology
https://dx.doi.org/10.14740/cr490w,1.0,governmentofphillippines-1a6a8dfb0b6aa481e06c0acb26c5718c,Government of the Philippines,SpecializedPhilippine EnterpriseReference ofExpertsandScientists (SPHERES),2019-12-06,http://www.spheres.dost.gov.ph/images/issues/spheresDecember2020.pdf,government,,Philippines,Quantum entanglement; Myocardial infarction; Pericardial effusion,science and technology>natural science>biology; science and technology>natural science>physics; science and technology>natural science>biology>genetics
https://dx.doi.org/10.1073/pnas.2004978117,28.0,boe-9b3c529e53464b9c94635a00f68194d9,Boletín Oficial del Estado,"Efectividad de las medidas de distanciamiento social, en el contexto de la pandemia por COVID-19",2022-06-15,https://cpage.mpr.gob.es/producto/efectividad-de-las-medidas-de-distanciamiento-social-en-el-contexto-de-la-pandemia-por-covid-19-3/,government,,Spain,Health; Health sciences; Epidemiology,health; science and technology; health>diseases and conditions
https://dx.doi.org/10.1073/pnas.2004978117,28.0,boe-afb56fa81d7d84cebbfdbb5b0faf618e,Boletín Oficial del Estado,Revisión de la evidencia sobre el uso de mascarillas en la evolución de la pandemia por COVID-19,2022-05-31,https://cpage.mpr.gob.es/producto/revision-de-la-evidencia-sobre-el-uso-de-mascarillas-en-la-evolucion-de-la-pandemia-por-covid-19/,government,,Spain,Clinical medicine; Public health; Medical specialties,health; health>health treatment>medicine; health>diseases and conditions
https://dx.doi.org/10.1073/pnas.2004978117,28.0,bundestag-eac072bdde89fb945441b0154a638a89,Deutscher Bundestag,WD 9 - 051/20 Gesundheitspolitische MaÃnahmen zur EindÃ¤mmung des Coronavirus SARS-CoV-2 Informationen zu aktuellen Studien (Stand: 11. Juli 2020),2020-07-14,https://www.bundestag.de/resource/blob/710022/f0ec20d4b753b151cf09947d1621db6c/WD-9-051-20-pdf-data.pdf,government,,Germany,Severe acute respiratory syndrome coronavirus 2; Epidemiology; Sweden,health>diseases and conditions; health; science and technology
https://dx.doi.org/10.1073/pnas.2004978117,28.0,cdc-67eb63c1a58fdb90f0d2d93c1ce5dfaa,Centers for Disease Control and Prevention (CDC),Geospatial perspectives on the intersection of chronic disease and COVID-19,2022-07-11,https://stacks.cdc.gov/view/cdc/119417,government,healthcare agency,USA,Research; Disease; Chronic condition,health>diseases and conditions; health; science and technology
https://dx.doi.org/10.1073/pnas.2004978117,28.0,cityofmadrid-85008dcbe1dd7e5899e2d025d050563d,Comunidad de Madrid,Revisión de la evidencia sobre el uso de mascarillas en la evolución de la pandemia por COVID-19,2022-05-31,https://www.comunidad.madrid/sites/default/files/doc/informe_uets-madrid_covid_mascarillas.pdf,government,city,Spain,Health; Health sciences; Medicine,health>diseases and conditions; health; health>health treatment>medicine
https://dx.doi.org/10.1073/pnas.2004978117,28.0,dhsgov-06e4b0db563659cb011e7b5cece3acc2,Department of Homeland Security,Master Question List for COVID-19 (caused by SARS-CoV-2),2020-10-22,https://www.dhs.gov/sites/default/files/publications/mql_sars-cov-2_-_cleared_for_public_release_20201020.pdf,government,,USA,Coronavirus disease 2019; Infection; Transmission (medicine),health>diseases and conditions; health>diseases and conditions>illness; health
https://dx.doi.org/10.1073/pnas.2004978117,28.0,dhsgov-07fb0e77b88ab97750003d3d688bed00,Department of Homeland Security,Master Question List for COVID-19 (caused by SARS-CoV-2),2021-11-04,https://www.dhs.gov/sites/default/files/publications/21_1102_st_mql_sars2_cov2.pdf,government,,USA,Epidemiology; Clinical medicine; Health,health>diseases and conditions>communicable disease>virus disease; health>diseases and conditions; health>diseases and conditions>illness
https://dx.doi.org/10.1073/pnas.2004978117,28.0,dhsgov-264c920487c0beac78573c6c3fd232d3,Department of Homeland Security,Master Question List for COVID-19 (caused by SARS-CoV-2),2020-05-28,https://www.dhs.gov/sites/default/files/publications/mql_sars-cov-2_-_cleared_for_public_release_20200526.pdf,government,,USA,Infection; Coronavirus disease 2019; Severe acute respiratory syndrome coronavirus 2,health>diseases and conditions>illness; science and technology>natural science>biology>genetics; health>diseases and conditions>communicable disease>virus disease
https://dx.doi.org/10.1073/pnas.2004978117,28.0,dhsgov-38fd23e57dd8ec707294d25fb8fb9019,Department of Homeland Security,Master Question List for COVID-19 (caused by SARS-CoV-2),2021-01-28,https://www.dhs.gov/sites/default/files/publications/mql_sars-cov-2_-_cleared_for_public_release_20210126.pdf,government,,USA,Health sciences; Health; Clinical medicine,science and technology>natural science>biology; health>diseases and conditions>communicable disease>virus disease; health>diseases and conditions
https://dx.doi.org/10.1073/pnas.2004978117,28.0,dhsgov-6d422045165469a763b7c31921bd52c8,Department of Homeland Security,Master Question List for COVID-19 (caused by SARS-CoV-2),2021-07-15,https://www.dhs.gov/sites/default/files/publications/mql_sars-cov-2_-_cleared_for_public_release_20210713.pdf,government,,USA,Variants of SARS-CoV-2; Severe acute respiratory syndrome coronavirus 2; COVID-19 vaccine,health>diseases and conditions>communicable disease>virus disease; health>diseases and conditions; science and technology>natural science>biology
https://dx.doi.org/10.1073/pnas.2004978117,28.0,dhsgov-7d012ca698e16eb5ab13f18f1d8c20b1,Department of Homeland Security,For Public Release,2020-09-03,https://www.dhs.gov/sites/default/files/publications/20200901_mql_sars-cov-2.pdf,government,,USA,Severe acute respiratory syndrome coronavirus 2; Serology; Infection,health>diseases and conditions>communicable disease>virus disease; science and technology>natural science>biology; science and technology>natural science>biology>genetics
https://dx.doi.org/10.1073/pnas.2004978117,28.0,dhsgov-986e8907503bb52624c6b7c7297258a3,Department of Homeland Security,Master Question List for COVID-19 (caused by SARS-CoV-2),2020-05-07,https://www.dhs.gov/sites/default/files/publications/mql_sars-cov-2_-_cleared_for_public_release_2020_05_05.pdf,government,,USA,Severe acute respiratory syndrome coronavirus 2; Infection; Coronavirus disease 2019,health>diseases and conditions>illness; science and technology>natural science>biology>genetics; health>diseases and conditions>communicable disease>virus disease
https://dx.doi.org/10.1073/pnas.2004978117,28.0,dhsgov-9ea33450cd010f0bc26135ded24818ba,Department of Homeland Security,Master Question List for COVID-19 (caused by SARS-CoV-2),2020-05-15,https://www.dhs.gov/sites/default/files/publications/mql_sars-cov-2_-_cleared_for_public_release_20200512.pdf,government,,USA,Severe acute respiratory syndrome coronavirus 2; Infection; COVID-19 pandemic,science and technology>natural science>biology; health>diseases and conditions>communicable disease>virus disease; science and technology>natural science>biology>genetics
https://dx.doi.org/10.1073/pnas.2004978117,28.0,dhsgov-c2c5f296cd093cb97fbd27974ea82088,Department of Homeland Security,Master Question List for COVID-19 (caused by SARS-Cov-2),2020-09-17,https://www.dhs.gov/sites/default/files/publications/mql_sars-cov-2_-_cleared_for_public_release_20200915.pdf,government,,USA,Severe acute respiratory syndrome coronavirus 2; Symptoms of COVID-19; Infection,science and technology>natural science>biology; health>diseases and conditions>communicable disease>virus disease; health>diseases and conditions
https://dx.doi.org/10.1073/pnas.2004978117,28.0,dhsgov-c4ca50594c2444482cbf59ab303a2991,Department of Homeland Security,Master Question List for COVID-19 (caused by SARS-CoV-2),2020-11-05,https://www.dhs.gov/sites/default/files/publications/mql_sars-cov-2_-_cleared_for_public_release_20201103.pdf,government,,USA,Severe acute respiratory syndrome coronavirus 2; Symptoms of COVID-19; Infection,health>diseases and conditions>communicable disease>virus disease; science and technology>natural science>biology; science and technology>natural science>biology>genetics
https://dx.doi.org/10.1073/pnas.2004978117,28.0,dhsgov-c7c066a7980e1f94e43e90e1e29d3feb,Department of Homeland Security,Master Question List for COVID-19 (caused by SARS-CoV-2),2020-07-23,https://www.dhs.gov/sites/default/files/publications/mql_sars-cov-2_-_cleared_for_public_release_20200721.pdf,government,,USA,Symptoms of COVID-19; Infection; Severe acute respiratory syndrome coronavirus 2,health>diseases and conditions>illness; science and technology>natural science>biology>genetics; health>diseases and conditions>communicable disease>virus disease
https://dx.doi.org/10.1073/pnas.2004978117,28.0,dhsgov-d03d62734a42fe925cf1a6d5dd96f67c,Department of Homeland Security,Master Question List for COVID-19 (caused by SARS-CoV-2),2021-01-07,https://www.dhs.gov/sites/default/files/publications/mql_sars-cov-2_-_cleared_for_public_release_20210105.pdf,government,,USA,Health care; Microbiology; Diseases and disorders,health>diseases and conditions>communicable disease>virus disease; science and technology>natural science>biology; health>diseases and conditions
https://dx.doi.org/10.1073/pnas.2004978117,28.0,dhsgov-d200536d006998d2083e74b1255d5c5f,Department of Homeland Security,Master Question List for COVID-19 (caused by SARS-CoV-2),2020-07-09,https://www.dhs.gov/sites/default/files/publications/mql_sars-cov-2_-_cleared_for_public_release_20200707.pdf,government,,USA,Severe acute respiratory syndrome coronavirus 2; Infection; N95 respirator,health>diseases and conditions>illness; science and technology>natural science>biology>genetics; health>diseases and conditions
https://dx.doi.org/10.1073/pnas.2004978117,28.0,dhsgov-eeb18fe8690357c6b05b850ab4cf6b68,Department of Homeland Security,Master Question List fgor COVID-19 (caused by SARS-CoV-2),2023-02-21,https://www.dhs.gov/sites/default/files/2023-02/23_0131_st_mql_sars_cov-2.pdf,government,,USA,Public health; Health; Immunology,health>diseases and conditions>communicable disease>virus disease; science and technology>natural science>biology; health>diseases and conditions
https://dx.doi.org/10.1073/pnas.2004978117,28.0,fgvbr-d52502daff4ff07c6192ce041cc3f144,Fundação Getulio Vargas,"Alocação orçamentária em saúde, destinada aos municípios brasileiros no enfrentamento da COVID-19",2022-04-09,https://repositorio.fgv.br/items/05da73c5-1216-429e-b961-eacdc764788a/full,think tank,research center,Brazil,Budget; Government budget; Sistema Único de Saúde,politics>government; education; politics
https://dx.doi.org/10.1073/pnas.2004978117,28.0,ifode-6aa3bfd507d3977e0287620e4e291f18,Ifo Institute,"The ""Great Lockdown"": Inactive Workers and Mortality by Covid-19",2020-09-28,https://www.cesifo.org/en/publications/2020/working-paper/great-lockdown-inactive-workers-and-mortality-covid-19,think tank,,Germany,Economics; Difference in differences; Facebook,health>diseases and conditions; health; science and technology
https://dx.doi.org/10.1073/pnas.2004978117,28.0,izade-cefccef8b07133a356baf709704a7c28,IZA Institute of Labor Economics,Uneven Recovery from the COVID-19 Pandemic: Post-lockdown Human Mobility Across Chinese Cities,2021-01-31,https://www.iza.org/publications/dp/14187/uneven-recovery-from-the-covid-19-pandemic-post-lockdown-human-mobility-across-chinese-cities,think tank,,Germany,COVID-19 pandemic; COVID-19 pandemic lockdown in Hubei; IZA Institute of Labor Economics,health>diseases and conditions; health; science and technology
https://dx.doi.org/10.1073/pnas.2004978117,28.0,nber-74c2bd440822e24c2a3b9a38c13435ee,NBER,Socioeconomic Network Heterogeneity and Pandemic Policy Response,2020-06-11,https://www.nber.org/papers/w27374,think tank,,USA,Infection; American Community Survey; Coronavirus disease 2019,health; health>diseases and conditions; science and technology
https://dx.doi.org/10.1073/pnas.2004978117,28.0,pubmedcentral-5ea128ce4c1cabb2fb9d87c30cbc36a4,Guidelines in PubMed Central,International travel‐related control measures to contain the COVID‐19 pandemic: a rapid review,2021-03-25,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8406796/pdf,other,aggregator,USA,Health; Medicine; Health sciences,health>diseases and conditions; health; science and technology
https://dx.doi.org/10.1073/pnas.2004978117,28.0,stateofcatalunya-81f579a3581cce007997d0fb444e40ea,Generalitat de Catalunya,Evidencia impacto cierre centros educativos por evolución COVID-19,2022-06-07,https://scientiasalut.gencat.cat/bitstream/handle/11351/7723/revision_evidencia_impacto_cierre_centros_educativos_pandemia_evolucion_pandemia_covid19_2021.pdf,government,,Spain,Health; SARS; Risk,health; science and technology; health>diseases and conditions
https://dx.doi.org/10.1073/pnas.2004978117,28.0,stateofgalicia-bf0e61b8047e6d866e4fa8214c2f5c12,Xunta de Galicia,Efectividad de las medidas no farmacológicas dirigidas a los lugares de trabajo en el control de la diseminación de la COVID-19,2022-07-09,https://libraria.xunta.gal/sites/default/files/downloads/publicacion/texto_avalia-t_inf_trabajo_covid19_def_mod_2.pdf,government,,Spain,Medicine; Health sciences; Health,health; politics; science and technology
https://dx.doi.org/10.1073/pnas.2004978117,28.0,worldbank-4e4424f82b15923ff55b9805721b4858,World Bank,Modeling and Predicting the Spread of Covid-19,2020-10-01,https://hdl.handle.net/10986/34590,igo,development bank,IGO,Econometrics; Coronavirus disease 2019; Logarithm,health>diseases and conditions; science and technology; science and technology>mathematics
https://dx.doi.org/10.1073/pnas.2004978117,28.0,worldbank-d443e4524d34193786a3b6a88804cb40,World Bank,"Modeling and Predicting the Spread of Covid-19 : Comparative Results for the United States, the Philippines, and South Africa",2020-10-08,https://openknowledge.worldbank.org/handle/10986/34590,igo,development bank,IGO,Regression analysis; Forecasting; Research,health>diseases and conditions; science and technology; science and technology>mathematics
https://dx.doi.org/10.1093/biostatistics/kxj023,1.0,thlfi-816e4332f5e3c95d6d4b550777575711,Terveyden ja hyvinvoinnin laitos,Population Attributable Fraction (PAF) in epidemiologic follow-up studies,2010-06-01,http://www.julkari.fi/handle/10024/80153,government,healthcare agency,Finland,Type 2 diabetes; Metabolic syndrome; Cohort study,science and technology; health; health>diseases and conditions
https://dx.doi.org/10.18632/aging.103694,1.0,pubmedcentral-264bb007ae15436e6d39ffef0980a54b,Guidelines in PubMed Central,Pragmatic Recommendations for Identification and Triage of Patients with COVID-19 in Low- and Middle-Income Countries,2021-03-01,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7957239/pdf,other,aggregator,USA,Medical imaging; COVID-19 testing; CT scan,health>diseases and conditions; health>diseases and conditions>illness; health
https://dx.doi.org/10.1002/sim.6274,1.0,pubmedcentral-a4786a3ed966e90fcadb7def81695e71,Guidelines in PubMed Central,A four-step strategy for handling missing outcome data in randomised trials affected by a pandemic,2020-08-12,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7422467/pdf,other,aggregator,USA,Health; Missing data; Estimand,health>diseases and conditions; health; science and technology
https://dx.doi.org/10.1038/s41598-017-00493-1,1.0,datapopalliance-6c09f3f6d7e64b361c355e5e4d6892e9,Data-Pop Alliance,Data for Refugees: The D4R Challenge on Mobility of Syrian Refugees in Turkey,2018-10-16,https://datapopalliance.org/publications/data-for-refugees-the-d4r-challenge-on-mobility-of-syrian-refugees-in-turkey/,think tank,,USA,Technology; Data re-identification; Human activities,"science and technology; conflicts, war and peace>armed conflict>war; society>values>ethics"
https://dx.doi.org/10.1093/cid/ciaa443,3.0,pubmedcentral-264bb007ae15436e6d39ffef0980a54b,Guidelines in PubMed Central,Pragmatic Recommendations for Identification and Triage of Patients with COVID-19 in Low- and Middle-Income Countries,2021-03-01,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7957239/pdf,other,aggregator,USA,COVID-19 testing; CT scan; COVID-19 pandemic,health>diseases and conditions; health>diseases and conditions>illness; health
https://dx.doi.org/10.1093/cid/ciaa443,3.0,swisscovid-735e904184dcb160ed5165d044e38900,Swiss National COVID-19 Science Task Force,Risk factors for severe manifestations of SARS-CoV-2 infection (27 July 20 -EN),2020-07-29,https://ncs-tf.ch/en/policy-briefs/risk-factors-for-severe-manifestations-of-sars-cov-2-infection-27-july-20-en-2/download,government,healthcare agency,Switzerland,Medical specialties; Health; Health sciences,health>diseases and conditions; health; health>diseases and conditions>illness
https://dx.doi.org/10.1093/cid/ciaa443,3.0,swisscovid-8949c5bbfcbb0e3a3e708c261d5a46d0,Swiss National COVID-19 Science Task Force,Risk factors for severe manifestations of SARS-CoV-2 infection 1 May 02 - en,2020-05-06,https://ncs-tf.ch/en/policy-briefs/risk-factors-for-severe-manifestations-of-sars-cov-2-infection-1-may-02-en-2/download,government,healthcare agency,Switzerland,Epidemiology; Public health; Health care,health>diseases and conditions; health; science and technology
https://dx.doi.org/10.1073/pnas.2012370118,8.0,adminch-ce048affa2c9ae385ef01f0a8e14dd9b,Government of Switzerland,Wirksamkeit und Kosten von Corona-Massnahmen und optimale Interventionsebene,2021-06-21,https://www.seco.admin.ch/dam/seco/fr/dokumente/Publikationen_Dienstleistungen/Publikationen_Formulare/Wirtschaftslage/Strukturwandel_Wachstum/Wachstum/wp_23_wirksamkeit_kosten_corona-massnahmen_interventionsebene.pdf.download.pdf/wp_23_wirksamkeit_kosten_corona-massnahmen_interventionsebene.pdf,government,,Switzerland,Lockdown; Peer review; Unemployment,"economy, business and finance>economy; science and technology; health"
